"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
26,,53531700.000000,53875791.369650,0,20,0,0,yes,1.000000
25,,142155600.000000,142360135.616720,0,45,0,0,yes,1.000000
24,,133827900.000000,133988570.963380,0,44,0,0,yes,1.000000
23,,145996200.000000,146170190.279780,0,48,0,0,yes,1.000000
22,,136475100.000000,137247475.942420,0,40,0,0,yes,1.000000
21,,100368900.000000,100570437.741690,0,34,0,0,yes,1.000000
20,,210332700.000000,210471247.764640,0,114,0,0,yes,1.000000
19,,314796000.000000,315023387.924850,0,116,0,0,yes,1.000000
18,,377256000.000000,378728140.864770,0,113,0,0,yes,1.000000
17,,263222700.000000,271138633.178720,0,112,0,0,yes,1.000000
16,,183762300.000000,183991966.521490,0,63,0,0,yes,1.000000
15,,235131300.000000,235233376.980920,0,61,0,0,yes,1.000000
14,,98792400.000000,99315724.570840,0,19,0,0,yes,1.000000
13,,114646200.000000,115401659.797830,0,30,0,0,yes,1.000000
12,,89071800.000000,89187000.335960,0,24,0,0,yes,1.000000
11,,59245200.000000,59556666.260720,0,15,0,0,yes,1.000000
10,,3315300000.000000,3315448608.722760,0,110,0,0,yes,1.000000
