"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
26,,53531700.000000,53561630.177290,0,24,0,0,yes,1.000000
25,,142155600.000000,143624608.585450,0,43,0,0,yes,1.000000
24,,133827900.000000,133811325.326660,0,44,0,0,yes,0.999876
23,,145996200.000000,148294815.346650,0,46,0,0,yes,1.000000
22,,136475100.000000,142287765.546420,0,38,0,0,yes,1.000000
21,,100368900.000000,100432353.611350,0,43,0,0,yes,1.000000
20,,210332700.000000,211005865.356450,0,108,0,0,yes,1.000000
19,,314796000.000000,314795039.987400,0,112,0,0,yes,0.999997
18,,377256000.000000,377453692.259800,0,108,0,0,yes,1.000000
17,,263222700.000000,279736673.452600,0,108,0,0,yes,1.000000
16,,183762300.000000,183810626.158200,0,65,0,0,yes,1.000000
15,,235131300.000000,235549302.681640,0,64,0,0,yes,1.000000
14,,98792400.000000,99237539.798380,0,22,0,0,yes,1.000000
13,,114646200.000000,119027638.069330,0,27,0,0,yes,1.000000
12,,89071800.000000,89346724.011250,0,20,0,0,yes,1.000000
11,,59245200.000000,59445298.139140,0,19,0,0,yes,1.000000
10,,3315300000.000000,3315210774.379491,0,119,0,0,yes,0.999973
