"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
26,,53531700.000000,53636616.026870,0,20,0,0,yes,1.000000
25,,142155600.000000,143059672.106430,0,45,0,0,yes,1.000000
24,,133827900.000000,136347299.868150,0,47,0,0,yes,1.000000
23,,145996200.000000,145952891.105930,0,48,0,0,yes,0.999703
22,,136475100.000000,137528528.761260,0,41,0,0,yes,1.000000
21,,100368900.000000,100415101.638170,0,36,0,0,yes,1.000000
20,,210332700.000000,211697754.979010,0,112,0,0,yes,1.000000
19,,314796000.000000,314820519.061080,0,115,0,0,yes,1.000000
18,,377256000.000000,377368811.725580,0,113,0,0,yes,1.000000
17,,263222700.000000,263187862.276850,0,109,0,0,yes,0.999868
16,,183762300.000000,186250265.049790,0,70,0,0,yes,1.000000
15,,235131300.000000,235151466.982430,0,71,0,0,yes,1.000000
14,,98792400.000000,99084539.619650,0,21,0,0,yes,1.000000
13,,114646200.000000,114963956.232420,0,32,0,0,yes,1.000000
12,,89071800.000000,89054410.184600,0,26,0,0,yes,0.999805
11,,59245200.000000,60574771.146500,0,17,0,0,yes,1.000000
10,,3315300000.000000,3315859529.472790,0,111,0,0,yes,1.000000
