"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
26,,53531700.000000,53999832.450220,0,21,0,0,yes,1.000000
25,,142155600.000000,142413428.165530,0,43,0,0,yes,1.000000
24,,133827900.000000,135367829.179220,0,46,0,0,yes,1.000000
23,,145996200.000000,146837301.762650,0,49,0,0,yes,1.000000
22,,136475100.000000,136639745.492230,0,44,0,0,yes,1.000000
21,,100368900.000000,100374557.193840,0,30,0,0,yes,1.000000
20,,210332700.000000,211148045.646980,0,113,0,0,yes,1.000000
19,,314796000.000000,314900548.877010,0,118,0,0,yes,1.000000
18,,377256000.000000,377527385.832030,0,117,0,0,yes,1.000000
17,,263222700.000000,266718193.951180,0,116,0,0,yes,1.000000
16,,183762300.000000,183781037.252910,0,76,0,0,yes,1.000000
15,,235131300.000000,236468172.241180,0,77,0,0,yes,1.000000
14,,98792400.000000,98877419.775410,0,19,0,0,yes,1.000000
13,,114646200.000000,115631211.760240,0,30,0,0,yes,1.000000
12,,89071800.000000,89368246.504900,0,24,0,0,yes,1.000000
11,,59245200.000000,59215840.942370,0,17,0,0,yes,0.999504
10,,3315300000.000000,3315757514.077210,0,112,0,0,yes,1.000000
